,name,worth_amount_(BUSD),country,company_sector,company_name,age,gender
1623,Eddy Kusnadi Sariaatmadja,1.5,Indonesia,Media & Entertainment,"media, tech",64.0,M
1624,Fayez Sarofim,1.5,United States,Finance and Investments,money management,89.0,M
1625,Monika Schoeller,1.5,,Media & Entertainment,publishing,79.0,
1626,Antonio Luiz Seabra,1.5,Brazil,Fashion & Retail,cosmetics,75.0,M
1627,Yuri Shefler,1.5,,Food and Beverage,alcohol,50.0,
1628,Rajju Shroff,1.5,India,Manufacturing,agrochemicals,84.0,M
1629,Frank Stronach,1.5,,Automotive,auto parts,85.0,
1630,Kevin Systrom,1.5,United States,Technology,Instagram,33.0,M
1631,Tang Hsiang-Chien,1.5,Hong Kong,Manufacturing,"textiles, electronics",95.0,
1632,Tang Jianfang,1.5,China,Food and Beverage,packaged foods,,F
1633,Ning Tang,1.5,,Finance and Investments,online lending,44.0,
1634,Jim Thompson,1.5,,Logistics,logistics,78.0,M
1635,Jonathan Tisch,1.5,United States,Diversified,"insurance, NFL team",64.0,M
1636,Kenneth Tuchman,1.5,,Service,outsourcing,58.0,M
1637,Wim Van Der Leegte,1.5,Netherlands,Manufacturing,manufacturing,70.0,M
1638,Shamsheer Vayalil,1.5,India,Healthcare,healthcare,41.0,M
1639,Thongma Vijitpongpun,1.5,,Real Estate,real estate,60.0,M
1640,Arkady Volozh,1.5,Russia,Media & Entertainment,search engine,54.0,M
1641,Stefan Von Holtzbrinck,1.5,,Media & Entertainment,publishing,55.0,
1642,Wang Jiufang,1.5,,Real Estate,real estate,54.0,M
1643,Wong Hong King,1.5,,Real Estate,real estate,56.0,
1644,Ian Wood,1.5,,Energy,energy services,75.0,M
1645,Xiao Chunhong,1.5,China,Real Estate,real estate,50.0,M
1646,Jacky Xu,1.5,,Fashion & Retail,apparel,46.0,M
1647,Zhang Hongwei,1.5,,Diversified,"oil, banking",63.0,M
1648,Zhang Tao,1.5,,Fashion & Retail,e-commerce,45.0,M
1649,Anu Aga,1.4,,Construction & Engineering,engineering,75.0,F
1650,Farkhad Akhmedov,1.4,Russia,Energy,investments,62.0,M
1651,Alberto Alcocer,1.4,,Finance and Investments,investments,75.0,M
1652,Bassam Alghanim,1.4,Kuwait,Diversified,diversified,66.0,M
1653,Kutayba Alghanim,1.4,,Diversified,diversified,72.0,
1654,Alexandra Andresen,1.4,,Diversified,investments,20.0,F
1655,Katharina Andresen,1.4,,Diversified,investments,22.0,F
1656,Vasily Anisimov,1.4,,Metals & Mining,real estate,66.0,M
1657,Mori Arkin,1.4,,Healthcare,pharmaceuticals,65.0,M
1658,Nigel Austin,1.4,,Fashion & Retail,retailing,47.0,M
1659,Krishna Kumar Bangur,1.4,India,Manufacturing,graphite electrodes,57.0,M
1660,Herb Chambers,1.4,United States,Automotive,car dealerships,76.0,
1661,R.G. Chandramogan,1.4,,Food and Beverage,dairy,69.0,M
1662,Chang Pyung-Soon,1.4,,Service,educational services,67.0,M
1663,Chao Teng-Hsiung,1.4,Taiwan,Real Estate,real estate,74.0,M
1664,Chen Liying,1.4,,Logistics,package delivery,42.0,F
1665,Chen Tianqiao,1.4,,Technology,online games,45.0,M
1666,Henry Cheng,1.4,,Diversified,property,71.0,M
1667,Chey Ki-Won,1.4,,Technology,"computer services, telecom",53.0,
1668,Chi Yufeng,1.4,China,Technology,software,47.0,
1669,Chua Thian Poh,1.4,,Real Estate,real estate,69.0,M
1670,Chung Yong-Jin,1.4,South Korea,Fashion & Retail,retail,49.0,
1671,Ciputra,1.4,,Real Estate,real estate,86.0,M
1672,Alberto Cortina,1.4,Spain,Finance and Investments,investments,72.0,M
1673,"Robert Coyiuto, Jr.",1.4,,Energy,power,65.0,M
1674,Maria Del Pino Y Calvo-Sotelo,1.4,,Construction & Engineering,construction,62.0,F
1675,K. Dinesh,1.4,,Technology,software services,64.0,M
1676,Du Weimin,1.4,China,Healthcare,vaccines,54.0,
1677,John Edson,1.4,,Manufacturing,leisure craft,86.0,M
1678,David Einhorn,1.4,United States,Finance and Investments,hedge funds,49.0,
1679,Bob Ell,1.4,,Construction & Engineering,real estate,73.0,
1680,Gary Fegel,1.4,,Metals & Mining,"commodities, investments",44.0,M
1681,Victor Fung,1.4,United States,Logistics,trading company,72.0,M
1682,William Fung,1.4,Hong Kong,Fashion & Retail,sourcing,69.0,M
1683,Alan Gerry,1.4,,Media & Entertainment,cable television,89.0,M
1684,Balkrishan Goenka,1.4,,Manufacturing,textiles,51.0,M
1685,Polys Haji-Ioannou,1.4,,Service,EasyJet,58.0,M
1686,Mehmet Hattat,1.4,Turkey,Diversified,diversified,72.0,M
1687,J. Tomilson Hill,1.4,,Finance and Investments,investments,70.0,M
1688,Eduardo Hochschild,1.4,Peru,Metals & Mining,mining,54.0,M
1689,Hoi Kin Hong,1.4,,Real Estate,real estate,65.0,M
1690,Hur Young-In,1.4,South Korea,Food and Beverage,"bakeries, fast food",69.0,M
1691,George Joseph,1.4,United States,Finance and Investments,insurance,96.0,M
1692,Ronald Joyce,1.4,Canada,Food and Beverage,coffee chain,87.0,M
1693,T.S. Kalyanaraman,1.4,India,Fashion & Retail,jewelry,71.0,
1694,Nimesh Kampani,1.4,,Finance and Investments,investment banking,71.0,M
1695,Eugene Kaspersky,1.4,,Technology,software,52.0,M
1696,Viktor Kharitonin,1.4,,Healthcare,pharmaceuticals,45.0,M
1697,Pyotr Kondrashev,1.4,,Manufacturing,investments,68.0,M
1698,Yuri Kovalchuk,1.4,Russia,Finance and Investments,"banking, insurance, media",66.0,M
1699,Kagemasa Kozuki,1.4,,Technology,video games,77.0,
1700,Michael Krasny,1.4,,Technology,retail,64.0,M
1701,James Leininger,1.4,,Healthcare,medical products,73.0,M
1702,Li Guoqiang,1.4,,Automotive,auto dealerships,54.0,M
1703,Li Liangbin,1.4,China,Manufacturing,lithium,50.0,
1704,Liu Ko-Chen,1.4,,Technology,Manufacturing,64.0,
1705,Anatoly Lomakin,1.4,Russia,Metals & Mining,investments,65.0,M
1706,Ma Hong,1.4,China,Fashion & Retail,fashion retail,50.0,
1707,Gary Magness,1.4,,Media & Entertainment,"cable TV, investments",64.0,
1708,Youssef Mansour,1.4,,Diversified,diversified,73.0,M
1709,Strive Masiyiwa,1.4,Zimbabwe,Telecom,telecom,57.0,
1710,Dariusz Milek,1.4,Poland,Fashion & Retail,"real estate, retail",50.0,M
1711,Nan Cunhui,1.4,China,Manufacturing,power equipment,54.0,M
1712,Dinesh Nandwana,1.4,,Technology,software services,55.0,
1713,Oei Hong Leong,1.4,,Finance and Investments,investments,70.0,M
1714,Rubens Ometto Silveira Mello,1.4,Brazil,Energy,"sugar, ethanol",68.0,M
1715,Ou Xueming,1.4,,Real Estate,real estate,69.0,M
1716,Markus Persson,1.4,Sweden,Media & Entertainment,computer games,39.0,M
1717,Victor Pinchuk,1.4,,Metals & Mining,"steel pipes, diversified",57.0,M
1718,Alberto Prada,1.4,Italy,Fashion & Retail,luxury goods,,M
1719,Marina Prada,1.4,,Fashion & Retail,luxury goods,,F
1720,Forrest Preston,1.4,United States,Healthcare,health care,85.0,M
1721,Jerry Reinsdorf,1.4,,Sports,sports teams,82.0,M
1722,Fernando Roig,1.4,,Fashion & Retail,supermarkets,70.0,M
1723,Subhash Runwal,1.4,,Real Estate,real estate,75.0,
1724,Yoshiyuki Sankai,1.4,Japan,Technology,robotics,59.0,
1725,Kirill Shamalov,1.4,,Energy,petrochemicals,35.0,M
1726,Shin Dong-Bin,1.4,,Fashion & Retail,retail,63.0,
1727,Evgeny (Eugene) Shvidler,1.4,United States,Energy,"oil & gas, investments",54.0,M
1728,Jasminder Singh,1.4,United Kingdom,Real Estate,hotels,67.0,M
1729,Martua Sitorus,1.4,,Manufacturing,palm oil,58.0,M
1730,Peter Sperling,1.4,,Service,education,58.0,M
1731,Jerzy Starak,1.4,Poland,Healthcare,pharmaceuticals,70.0,
1732,Manny Stul,1.4,,Manufacturing,toys,69.0,
1733,Su Rubo,1.4,China,Real Estate,real estate,63.0,M
1734,Fuat Tosyali,1.4,Turkey,Metals & Mining,steel,55.0,M
1735,Kenny Troutt,1.4,United States,Telecom,telecom,70.0,M
1736,Rufino Vigil Gonzalez,1.4,,Metals & Mining,steel,70.0,M
1737,Wang Jianfeng,1.4,China,Automotive,auto parts,48.0,M
1738,Wang Jing,1.4,,Telecom,telecom services,45.0,
1739,Wang Qunbin,1.4,China,Diversified,conglomerate,48.0,M
1740,Dan Wilks,1.4,United States,Energy,natural gas,62.0,M
1741,Farris Wilks,1.4,,Energy,natural gas,66.0,M
1742,Thomas Wu,1.4,,Finance and Investments,finance,68.0,M
1743,Yi Zheng,1.4,China,Technology,software,47.0,M
1744,Yuan Fugen,1.4,,Manufacturing,metal processing,67.0,M
1745,"Richard Yuengling, Jr.",1.4,,Food and Beverage,beer,75.0,
1746,Gavril Yushvaev,1.4,,Finance and Investments,"precious metals, real estate",60.0,M
1747,Zeng Kaitian,1.4,,Technology,online games,43.0,M
1748,Zhang Wanzhen,1.4,China,Manufacturing,electronic components,68.0,M
1749,Zhang Yubai,1.4,,Food and Beverage,wine,53.0,M
1750,Changpeng Zhao,1.4,,Finance and Investments,cryptocurrency,,M
1751,Zhou Yifeng,1.4,,Manufacturing,chemicals,49.0,M
1752,Zhou Yongli,1.4,,Manufacturing,conglomerate,63.0,
1753,Zhu Wenchen,1.4,China,Healthcare,pharmaceuticals,52.0,M
1754,Ahmet Nazif Zorlu,1.4,Turkey,Diversified,diversified,73.0,M
1755,Len Ainsworth,1.3,,Gambling & Casinos,betting machines,94.0,M
1756,Edmund Ansin,1.3,United States,Media & Entertainment,television,82.0,M
1757,Markus Blocher,1.3,Switzerland,Manufacturing,chemicals,47.0,M
1758,Leonid Boguslavsky,1.3,,Finance and Investments,venture capital,67.0,M
1759,Jorge Horacio Brito,1.3,,Finance and Investments,banking,65.0,M
1760,Saket Burman,1.3,United Kingdom,Food and Beverage,consumer goods,41.0,M
1761,Steve Case,1.3,,Technology,AOL,59.0,
1762,Jeffrey Cheah,1.3,,Real Estate,property,73.0,
1763,Bruce Cheng,1.3,,Technology,electronics,82.0,M
1764,Cheng Xianfeng,1.3,,Healthcare,pharmaceuticals,49.0,M
1765,Ivan Chrenko,1.3,,Real Estate,real estate,50.0,M
1766,Eduardo Cojuangco,1.3,Philippines,Food and Beverage,"food, drinks",83.0,M
1767,Brunello Cucinelli,1.3,,Fashion & Retail,fashion,64.0,M
1768,Darwin Deason,1.3,United States,Service,Xerox,78.0,M
1769,Andrea Della Valle,1.3,Italy,Fashion & Retail,shoes,52.0,
1770,Jamie Dimon,1.3,,Finance and Investments,banking,62.0,M
1771,Charles Dunstone,1.3,United Kingdom,Telecom,mobile phones,54.0,M
1772,Bruce Flatt,1.3,Canada,Finance and Investments,money management,53.0,M
1773,Fu Meicheng,1.3,China,Media & Entertainment,"TV shows, movies",60.0,M
1774,Soichiro Fukutake,1.3,Japan,Service,education,72.0,M
1775,Don Gao,1.3,China,Manufacturing,power tools,53.0,
1776,Gao Yunfeng,1.3,China,Manufacturing,industrial lasers,51.0,M
1777,Anne Gittinger,1.3,,Fashion & Retail,Nordstrom department stores,82.0,F
1778,Clelia Haji-Ioannou,1.3,Cyprus,Service,EasyJet,47.0,
1779,John Hancock,1.3,Australia,Metals & Mining,trust fund,42.0,
1780,Ronnen Harary,1.3,,Manufacturing,toys,46.0,M
1781,Ayman Hariri,1.3,,Construction & Engineering,"construction, investments",40.0,
1782,Fahd Hariri,1.3,,Construction & Engineering,"construction, investments",36.0,M
1783,Surendra Hiranandani,1.3,Cyprus,Real Estate,real estate,63.0,M
1784,Alan Howard,1.3,,Finance and Investments,hedge funds,54.0,M
1785,Hu Keqin,1.3,,Diversified,chemicals,60.0,M
1786,Archie Hwang,1.3,Taiwan,Technology,semiconductors,,
1787,Irwin Jacobs,1.3,,Technology,semiconductors,84.0,M
1788,Mitchell Jacobson,1.3,United States,Service,industrial equipment,67.0,M
1789,Rana Kapoor,1.3,,Finance and Investments,banking,60.0,M
1790,Alexander Karp,1.3,United States,Technology,software firm,50.0,M
1791,Raghuvinder Kataria,1.3,United Kingdom,Finance and Investments,diversified,69.0,M
1792,Habil Khorakiwala,1.3,,Healthcare,pharmaceuticals,75.0,
1793,Sidney Kimmel,1.3,United States,Fashion & Retail,retail,90.0,
1794,Andre Koo,1.3,,Finance and Investments,financial services,51.0,M
1795,Koo Bon-Neung,1.3,,Manufacturing,electronics,69.0,
1796,Andrei Kosogov,1.3,Russia,Energy,"oil, banking, telecom",57.0,M
1797,Lee Ho-Jin,1.3,,Diversified,diversified,55.0,M
1798,Solomon Lew,1.3,,Fashion & Retail,retail,73.0,M
1799,Rodney Lewis,1.3,United States,Energy,natural gas,63.0,
1800,Li Jiaquan,1.3,,Manufacturing,chemicals,54.0,M
1801,Lin Fanlian,1.3,,Energy,gas,57.0,
1802,Lin Jianhua,1.3,,Manufacturing,solar panel components,55.0,
1803,Lin Tianfu,1.3,Hong Kong,Fashion & Retail,"footwear, apparel",55.0,M
1804,Louise Lindh,1.3,Sweden,Diversified,investments,38.0,
1805,Liu Baolin,1.3,,Fashion & Retail,pharmacies,65.0,
1806,Jose Llado Fernandez-Urrutia,1.3,,Construction & Engineering,construction,84.0,M
1807,Lu Di,1.3,,Technology,drones,,
1808,"Cargill Macmillan, Iii.",1.3,,Food and Beverage,Cargill,58.0,M
1809,John Macmillan,1.3,,Food and Beverage,Cargill,68.0,
1810,Martha Macmillan,1.3,United States,Food and Beverage,Cargill,66.0,
1811,William Macmillan,1.3,United States,Food and Beverage,Cargill,64.0,M
1812,Katarina Martinson,1.3,Sweden,Diversified,investments,36.0,F
1813,Craig Newmark,1.3,United States,Technology,Craigslist,65.0,M
1814,Bruce Nordstrom,1.3,,Fashion & Retail,Nordstrom department stores,84.0,M
1815,Pierre Karl Péladeau,1.3,,Media & Entertainment,media,56.0,M
1816,David Penaloza Alanis,1.3,Mexico,Construction & Engineering,toll roads,44.0,
1817,Andreas Pohl,1.3,,Finance and Investments,mutual funds,53.0,M
1818,"Reinfried Pohl, Jr.",1.3,Germany,Finance and Investments,mutual funds,58.0,M
1819,Mahendra Prasad,1.3,India,Healthcare,pharmaceuticals,78.0,M
1820,Anton Rabie,1.3,,Manufacturing,toys,46.0,M
1821,Bianca Rinehart,1.3,Australia,Metals & Mining,trust fund,41.0,F
1822,Ginia Rinehart,1.3,,Metals & Mining,trust fund,30.0,F
1823,Alexander Rovt,1.3,,Manufacturing,"fertilizer, real estate",65.0,M
1824,Lily Safra,1.3,Monaco,Finance and Investments,banking,80.0,
1825,Deniz Sahenk,1.3,,Diversified,diversified,72.0,F
1826,Karin Schick,1.3,,Technology,information technology,,F
1827,Leonard Schleifer,1.3,,Healthcare,pharmaceuticals,65.0,M
1828,Dieter Schnabel,1.3,,Manufacturing,chemicals,72.0,
1829,Bhadresh Shah,1.3,,Manufacturing,engineering,66.0,M
1830,Shao Qinxiang,1.3,,Manufacturing,diversified,63.0,M
1831,Eric Ya Shen,1.3,,Technology,online apparel retail,47.0,M
1832,Nobutoshi Shimamura,1.3,Japan,Fashion & Retail,retail,92.0,
1833,Shum Chiu Hung,1.3,,Real Estate,real estate,48.0,
1834,Helmut Sohmen,1.3,Austria,Logistics,shipping,78.0,M
1835,Sun Qinghuan,1.3,,Technology,lighting,45.0,M
1836,Sun Yinhuan,1.3,,Real Estate,real estate,68.0,M
1837,Djoko Susanto,1.3,,Fashion & Retail,supermarkets,68.0,M
1838,Erol Tabanca,1.3,,Construction & Engineering,Construction,61.0,
1839,Alexander Tedja,1.3,,Real Estate,real estate,72.0,M
1840,Wilma Tisch,1.3,United States,Finance and Investments,diversified,90.0,F
1841,Ayhan Tosyali,1.3,,Metals & Mining,steel,54.0,M
1842,Fatih Tosyali,1.3,,Metals & Mining,steel,52.0,M
1843,Tran Dinh Long,1.3,Vietnam,Manufacturing,"steel, heavy industry",57.0,
1844,Tsai Ming-Kai,1.3,Taiwan,Technology,semiconductors,68.0,M
1845,Pavel Tykac,1.3,Czech Republic,Metals & Mining,coal mines,54.0,M
1846,Jayshree Ullal,1.3,United States,Technology,technology,57.0,
1847,Wan Long,1.3,,Food and Beverage,food,77.0,M
1848,Wang Muqing,1.3,,Automotive,auto distribution,67.0,
1849,Wang Yong,1.3,,Food and Beverage,food sweeteners,68.0,M
1850,Hope Welker,1.3,Australia,Metals & Mining,trust fund,31.0,F
1851,Wen Yibo,1.3,,Service,wastewater treatment,52.0,M
1852,Stephen T. Winn,1.3,,Real Estate,real estate services,71.0,
1853,Gordon Wu,1.3,,Real Estate,real estate,83.0,M
1854,Wu Lanlan,1.3,China,Manufacturing,packaging,44.0,F
1855,Xu Ziquan,1.3,China,Technology,software,59.0,
1856,Yang Meirong,1.3,,Service,education,,F
1857,Yang Tingdong,1.3,,Food and Beverage,brewery,58.0,M
1858,You Xiaoping,1.3,China,Manufacturing,"chemicals, spandex",60.0,M
1859,Yu Peidi,1.3,,Real Estate,real estate,58.0,M
1860,Yu Qibing,1.3,China,Manufacturing,glass,52.0,M
1861,Yu Yunxin,1.3,China,Fashion & Retail,costume jewelry,56.0,M
1862,Zan Shengda,1.3,,Diversified,diversified,55.0,
1863,Zhang Guiping,1.3,China,Real Estate,real estate,66.0,M
1864,Zhao Weiguo,1.3,,Technology,IT products,51.0,M
1865,Zheng Jianjiang,1.3,,Manufacturing,electrical equipment,57.0,
1866,Hamad Bin Jassim Bin Jaber Al Thani,1.2,Qatar,Finance and Investments,investments,58.0,
1867,Fawzi Al-Kharafi,1.2,Kuwait,Diversified,diversified,,M
1868,Mohannad Al-Kharafi,1.2,Kuwait,Diversified,diversified,,M
1869,Isak Andic,1.2,,Fashion & Retail,fashion retail,64.0,
1870,Marc Andreessen,1.2,,Finance and Investments,venture capital investing,46.0,M
1871,Jose Maria Aristrain,1.2,Spain,Metals & Mining,Steel,55.0,M
1872,Thomas Bailey,1.2,,Finance and Investments,money management,81.0,M
1873,Harindarpal Banga,1.2,India,Finance and Investments,commodities,67.0,M
1874,Elena Baturina,1.2,,Construction & Engineering,"investments, real estate",55.0,F
1875,Eduardo Belmont Anderson,1.2,,Fashion & Retail,cosmetics,72.0,M
1876,Tomasz Biernacki,1.2,,Fashion & Retail,supermarkets,45.0,M
1877,Zadik Bino,1.2,,Diversified,"banking, oil",74.0,M
1878,Brett Blundy,1.2,,Fashion & Retail,"retail, agribusiness",58.0,
1879,Henadiy Boholyubov,1.2,,Diversified,"banking, investments",56.0,M
1880,Charles Brandes,1.2,,Finance and Investments,money management,75.0,M
1881,Amit Burman,1.2,India,Food and Beverage,consumer goods,48.0,M
1882,Cai Dongqing,1.2,,Media & Entertainment,animation,49.0,M
1883,Chen Bo,1.2,,Energy,wind power generation,47.0,
1884,Cheng Wei,1.2,,Service,ride-hailing service,34.0,M
1885,Phongthep Chiaravanont,1.2,Thailand,Diversified,diversified,66.0,
1886,Kochouseph Chittilappilly,1.2,,Manufacturing,manufacturing,67.0,
1887,Chu Jinfu,1.2,,Manufacturing,electrical equipment,61.0,M
1888,Eduardo Costantini,1.2,,Real Estate,real estate,71.0,M
1889,Sol Daurella,1.2,Spain,Food and Beverage,Coca-Cola,52.0,F
1890,Philip Day,1.2,,Fashion & Retail,clothing retail,52.0,M
1891,D. Leopoldo Del Pino Y Calvo-Sotelo,1.2,,Construction & Engineering,construction,55.0,
1892,Norbert Dentressangle,1.2,,Logistics,"transport, logistics",63.0,M
1893,Beda Diethelm,1.2,Switzerland,Healthcare,hearing aids,77.0,M
1894,Mark Dixon,1.2,,Real Estate,office real estate,59.0,M
1895,Henry Engelhardt,1.2,United States,Finance and Investments,insurance,60.0,M
1896,Fang Hongbo,1.2,,Manufacturing,home appliances,51.0,M
1897,Gleb Fetisov,1.2,Russia,Telecom,investments,52.0,M
1898,Donald Foss,1.2,,Automotive,auto loans,74.0,
1899,Robert Friedland,1.2,,Metals & Mining,mining,67.0,
1900,Donald Friese,1.2,United States,Manufacturing,manufacturing,77.0,
1901,Fu Guangming,1.2,,Food and Beverage,poultry,64.0,M
1902,Dan Gertler,1.2,,Metals & Mining,mining,44.0,M
1903,Dennis Gillings,1.2,United Kingdom,Healthcare,drug testing,74.0,M
1904,Ryan Graves,1.2,,Technology,uber,33.0,
1905,Gu Wei,1.2,,Manufacturing,consumer electronics,53.0,M
1906,Alfredo Harp Helu,1.2,Mexico,Finance and Investments,banking,74.0,M
1907,Gudrun Heine,1.2,,Healthcare,medical devices,63.0,F
1908,Francis Holder,1.2,,Food and Beverage,bakeries,77.0,M
1909,Hong Seok-Joh,1.2,,Fashion & Retail,convenience stores,65.0,M
1910,Douglas Hsu,1.2,,Diversified,diversified,75.0,M
1911,Huang Jianrong,1.2,,Metals & Mining,minerals,60.0,M
1912,"B. Wayne Hughes, Jr.",1.2,United States,Real Estate,storage facilities,57.0,M
1913,Daisy Igel,1.2,,Energy,"gas, petrochemicals",90.0,
1914,Thomas James,1.2,,Finance and Investments,finance,76.0,M
1915,Jiang Ganjun,1.2,,Manufacturing,home & office products,54.0,M
1916,Jiang Zhaobai,1.2,,Real Estate,real estate,54.0,M
1917,Jin Huiming,1.2,China,Real Estate,real estate,65.0,M
1918,Ajay Kalsi,1.2,,Energy,oil & gas,57.0,M
1919,Helga Kellerhals,1.2,,Fashion & Retail,electronics retailer,78.0,
1920,King Pak Fu,1.2,Hong Kong,Real Estate,real estate,48.0,M
1921,Sergei Kolesnikov,1.2,Russia,Manufacturing,building materials,46.0,M
1922,Hemendra Kothari,1.2,,Finance and Investments,Financial Services,71.0,M
1923,Eiichi Kuriwada,1.2,,Logistics,package delivery,71.0,M
1924,Guy Laliberté,1.2,,Media & Entertainment,Cirque du Soleil,58.0,
1925,Lee Hae-Jin,1.2,South Korea,Technology,Internet,51.0,M
1926,Michael Lee-Chin,1.2,Canada,Finance and Investments,mutual funds,67.0,
1927,Li Guangyu,1.2,China,Service,education,54.0,
1928,Li Jun,1.2,China,Manufacturing,electronics,53.0,
1929,Li Rucheng,1.2,China,Fashion & Retail,apparel,67.0,M
1930,Li Xuhui,1.2,China,Food and Beverage,soy sauce maker,50.0,F
1931,Lim Wee Chai,1.2,,Manufacturing,rubber gloves,60.0,M
1932,Liu Jiang,1.2,,Energy,gas,50.0,M
1933,Liu Xuejing,1.2,,Diversified,"copper, poultry",67.0,
1934,Liu Zhenguo,1.2,China,Service,sewage treatment,53.0,M
1935,Lo Ka Shui,1.2,,Real Estate,real estate,71.0,M
1936,Lo Siu-Tong,1.2,,Real Estate,"real estate, hotels",88.0,M
1937,Tobi Lutke,1.2,,Technology,e-commerce,36.0,M
1938,Ma Yunsheng,1.2,,Diversified,energy,55.0,M
1939,Ziyavudin Magomedov,1.2,,Energy,"port, gas",49.0,M
1940,Ana Maria Marcondes Penido Sant'Anna,1.2,Brazil,Construction & Engineering,toll roads,62.0,
1941,Terence (Terry) Matthews,1.2,,Telecom,telecom,75.0,M
1942,Gail Miller,1.2,,Automotive,"basketball, car dealers",74.0,F
1943,Andrei Molchanov,1.2,,Construction & Engineering,construction materials,46.0,M
1944,Ni Zhaoxing,1.2,China,Real Estate,real estate,62.0,
1945,Kentaro Ogawa,1.2,,Food and Beverage,restaurants,69.0,M
1946,Erik Paulsson,1.2,,Real Estate,"construction, real estate",76.0,M
1947,Peng Hao,1.2,,Manufacturing,electronics,51.0,M
1948,Stefan Pierer,1.2,,Automotive,automotive,61.0,M
1949,Michael Price,1.2,,Finance and Investments,investments,65.0,M
1950,Clayton Riddell,1.2,Canada,Energy,oil & gas,80.0,M
1951,Boris Rotenberg,1.2,Russia,Construction & Engineering,"construction, pipes, chemicals",61.0,
1952,Igor Rybakov,1.2,,Manufacturing,building materials,46.0,M
1953,Stephen Saad,1.2,,Healthcare,pharmaceuticals,54.0,
1954,K. Rai Sahi,1.2,,Real Estate,real estate,72.0,M
1955,Airat Shaimiev,1.2,,Energy,"refinery, chemicals",56.0,M
1956,Radik Shaimiev,1.2,,Energy,"refinery, chemicals",53.0,M
1957,Shang Jiyong,1.2,,Diversified,"tires, chemicals",50.0,M
1958,Mikhail Shelkov,1.2,,Metals & Mining,titanium,50.0,M
1959,S.D. Shibulal,1.2,,Technology,software services,63.0,M
1960,Ron Sim,1.2,,Fashion & Retail,retail,59.0,M
1961,Leonid Simanovsky,1.2,Russia,Finance and Investments,investments,68.0,M
1962,Basudeo Singh,1.2,India,Healthcare,pharmaceuticals,77.0,
1963,Samprada Singh,1.2,,Healthcare,pharmaceuticals,92.0,M
1964,Terry Snow,1.2,Australia,Real Estate,"airports, real estate",74.0,M
1965,Lynsi Snyder,1.2,,Food and Beverage,In-N-Out Burger,35.0,F
1966,Sybill Storz,1.2,Germany,Healthcare,medical devices,81.0,F
1967,Harjo Sutanto,1.2,,Fashion & Retail,consumer goods,92.0,M
1968,Yoshikazu Tanaka,1.2,Japan,Technology,social network,41.0,
1969,Mehmet Sinan Tara,1.2,,Construction & Engineering,construction,60.0,M
1970,Rit Thirakomen,1.2,,Food and Beverage,restaurants,66.0,M
1971,Tian Ming,1.2,China,Technology,measuring instruments,64.0,M
1972,Ion Tiriac,1.2,,Finance and Investments,"banking, insurance",79.0,
1973,Ivar Tollefsen,1.2,Norway,Real Estate,Real estate,57.0,M
1974,Mustafa Latif Topbas,1.2,Turkey,Fashion & Retail,"food, retail",74.0,M
1975,Thomas Tull,1.2,United States,Media & Entertainment,movies,48.0,
1976,John Van Lieshout,1.2,,Real Estate,real estate,72.0,
1977,Wang Han,1.2,,Diversified,airline,29.0,M
1978,Wang Junjin,1.2,,Service,airline,49.0,M
1979,Wang Wenbiao,1.2,China,Manufacturing,"natural gas, fertilizers",61.0,M
1980,"Alfred West, Jr.",1.2,,Finance and Investments,money management,75.0,M
1981,Wu Daohong,1.2,China,Energy,energy services,52.0,M
1982,Wu Yiling,1.2,,Healthcare,pharmaceuticals,68.0,M
1983,Xiu Laigui,1.2,China,Healthcare,pharmaceuticals,63.0,M
1984,Xu Xiong,1.2,China,Service,driving schools,46.0,M
1985,Xu Xudong,1.2,,Automotive,auto parts,48.0,M
1986,Xue Hua,1.2,,Manufacturing,Agribusiness,48.0,M
1987,Vadim Yakunin,1.2,Russia,Healthcare,pharmacy,55.0,M
1988,Yan Yude,1.2,China,Service,private schools,57.0,M
1989,Yang Keng,1.2,China,Real Estate,real estate,57.0,M
1990,Yang Shaopeng,1.2,China,Logistics,Shipping,60.0,M
1991,Zhang Cheng Fei,1.2,,Manufacturing,paper & related products,50.0,M
1992,Zhang Jingzhang,1.2,China,Manufacturing,precision machinery,82.0,
1993,Zhang Keqiang,1.2,China,Real Estate,real estate,58.0,M
1994,Zhang Xuanning,1.2,China,Fashion & Retail,retail,48.0,M
1995,Zhang Zhangsun,1.2,China,Real Estate,real estate,61.0,M
1996,Zhou Bajin,1.2,,Manufacturing,auto parts,83.0,M
1997,Zhou Wenyu,1.2,,Real Estate,real estate,53.0,M
1998,William Ackman,1.1,,Finance and Investments,hedge funds,52.0,M
1999,Soegiarto Adikoesoemo,1.1,Indonesia,Logistics,chemicals,80.0,M
2000,Ali Ibrahim Agaoglu,1.1,,Construction & Engineering,construction,64.0,M
2001,Hamdi Akin,1.1,Turkey,Diversified,diversified,63.0,M
2002,Chirayu Amin,1.1,,Healthcare,pharmaceuticals,71.0,M
2003,Mehmet Aydinlar,1.1,,Healthcare,hospitals,61.0,M
2004,Emanuella Barilla,1.1,,Food and Beverage,Barilla pasta,51.0,F
2005,Guido Barilla,1.1,,Food and Beverage,Barilla pasta,59.0,M
2006,Luca Barilla,1.1,Italy,Food and Beverage,Barilla pasta,58.0,
2007,Paolo Barilla,1.1,,Food and Beverage,Barilla pasta,57.0,
